,Underlying,Ticker,Type,Expiration,YTE,DTE,Strike,Last,Bid,Ask,Midpoint,Spread,IV,NPV,Delta,Gamma,Theta,AKA
0,3137.5,AMZN,Call,2021-03-27,0.00821917808219178,3,1700.0,1363.05,1432.5,1442.5,1437.5,10.0,2.848757760925293,1442.5128031841102,0.9862466472290625,3.758738103641171e-05,-3.258993878029921,AMZN210326C01700000
1,3137.5,AMZN,Call,2021-03-27,0.00821917808219178,3,1710.0,1335.65,1422.5,1432.0,1427.25,9.5,2.7797882067871096,1432.0118060528264,0.9871754448611966,3.626378957486566e-05,-2.9682055010869024,AMZN210326C01710000
2,3137.5,AMZN,Call,2021-03-27,0.00821917808219178,3,1730.0,1315.7,1402.5,1412.0,1407.25,9.5,2.7319367639160155,1412.011914245073,0.9869541497086005,3.744730854975159e-05,-2.9638075327275053,AMZN210326C01730000
3,3137.5,AMZN,Call,2021-03-27,0.00821917808219178,3,1740.0,1343.95,1392.5,1402.5,1397.5,10.0,2.7517121051025395,1402.5125717783171,0.9857701148303759,4.00699943665316e-05,-3.248758247944104,AMZN210326C01740000
4,3137.5,AMZN,Call,2021-03-27,0.00821917808219178,3,1760.0,1285.75,1372.5,1382.5,1377.5,10.0,2.7038606622314454,1382.5110617520145,0.985526983748943,4.137762292195242e-05,-3.2426863076947523,AMZN210326C01760000
5,3137.5,AMZN,Call,2021-03-27,0.00821917808219178,3,1770.0,1314.0,1362.5,1372.5,1367.5,10.0,2.680179080810547,1372.5109412872512,0.9854020313792521,4.205331704353641e-05,-3.2399697434782113,AMZN210326C01770000
6,3137.5,AMZN,Call,2021-03-27,0.00821917808219178,3,1800.0,1251.3,1333.75,1340.5,1337.125,6.75,2.422123085327148,1340.5113711616052,0.9897887754776986,3.4148154313083286e-05,-2.058939078343162,AMZN210326C01800000
7,3137.5,AMZN,Call,2021-03-27,0.00821917808219178,3,1810.0,1259.05,1319.7,1333.75,1326.725,14.049999999999955,2.679568730773926,1333.7608627920629,0.9822037505079371,4.9837884910518076e-05,-3.9210485525994256,AMZN210326C01810000
8,3137.5,AMZN,Call,2021-03-27,0.00821917808219178,3,1860.0,1121.35,1272.5,1282.0,1277.25,9.5,2.432865245971679,1282.0113107979141,0.9853911597459369,4.635663804730158e-05,-2.9320153409139724,AMZN210326C01860000
9,3137.5,AMZN,Call,2021-03-27,0.00821917808219178,3,1890.0,1155.8,1242.5,1252.6,1247.55,10.099999999999909,1.46875265625,1247.5584239275884,0.9996365347588263,2.797759988489514e-06,-0.043703673840253844,AMZN210326C01890000
10,3137.5,AMZN,Call,2021-03-27,0.00821917808219178,3,1900.0,1228.85,1233.8,1238.9,1236.35,5.100000000000136,1.9990234423828124,1238.9085220579022,0.9938243184513843,2.660318465205884e-05,-1.0276983015365668,AMZN210326C01900000
11,3137.5,AMZN,Call,2021-03-27,0.00821917808219178,3,1930.0,1110.15,1202.5,1212.5,1207.5,10.0,2.317264949035644,1212.5097415667997,0.9831888099677876,5.489458214567694e-05,-3.1928280103772866,AMZN210326C01930000
12,3137.5,AMZN,Call,2021-03-27,0.00821917808219178,3,1970.0,1087.52,1162.5,1172.0,1167.25,9.5,2.194340451660156,1172.0096253665633,0.9838649306773914,5.596698752514221e-05,-2.9007496839358744,AMZN210326C01970000
13,3137.5,AMZN,Call,2021-03-27,0.00821917808219178,3,2000.0,1152.0,1134.95,1140.35,1137.65,5.399999999999864,1.4375028125,1137.6574223339067,0.9989282162816896,7.65136197102437e-06,-0.12630301919905448,AMZN210326C02000000
14,3137.5,AMZN,Call,2021-03-27,0.00821917808219178,3,2010.0,1028.65,1122.5,1132.5,1127.5,10.0,2.1458786587524417,1132.5087182155446,0.9819038526620487,6.312287033842661e-05,-3.165784488955427,AMZN210326C02010000
15,3137.5,AMZN,Call,2021-03-27,0.00821917808219178,3,2050.0,967.5,1083.95,1090.65,1087.3000000000002,6.7000000000000455,1.9216312512207034,1090.658008504243,0.9866692249711295,5.423232225931372e-05,-2.1024792890968476,AMZN210326C02050000
16,3137.5,AMZN,Call,2021-03-27,0.00821917808219178,3,2100.0,954.0,1034.0,1038.7,1036.35,4.7000000000000455,1.6035176074218749,1038.707666742918,0.9933589639406257,3.535784218053021e-05,-0.8801815287009537,AMZN210326C02100000
17,3137.5,AMZN,Call,2021-03-27,0.00821917808219178,3,2130.0,948.8,1002.5,1012.5,1007.5,10.0,1.8996587048339846,1012.5080558932644,0.9796796522431739,7.868241317932801e-05,-3.120818669933646,AMZN210326C02130000
18,3137.5,AMZN,Call,2021-03-27,0.00821917808219178,3,2160.0,892.05,972.5,981.95,977.225,9.450000000000045,1.8054208947753905,981.9569372936049,0.9807694165421474,7.900527009240201e-05,-2.809587803214338,AMZN210326C02160000
19,3137.5,AMZN,Call,2021-03-27,0.00821917808219178,3,2180.0,897.5,953.0,963.0,958.0,10.0,1.3271518017578123,958.0054901204774,0.99643667724286,2.4550361685720355e-05,-0.3898277800397758,AMZN210326C02180000
20,3137.5,AMZN,Call,2021-03-27,0.00821917808219178,3,2190.0,962.6,942.5,952.5,947.5,10.0,1.7808238497924802,952.5067498545309,0.9784063698851269,8.835904023915698e-05,-3.095248248703596,AMZN210326C02190000
21,3137.5,AMZN,Call,2021-03-27,0.00821917808219178,3,2200.0,863.95,935.1,940.25,937.675,5.149999999999977,1.1679729101562502,937.6800731709275,0.9984903041852026,1.2850620987323452e-05,-0.14430406114365954,AMZN210326C02200000
